username;date;retweets;favorites;text;geo;location;mentions;hashtags;id;query;permalink
AussieGrobie;2017-12-11 23:25;0;1;"@Transdev _Melb @ptv_official Would love to stay back in CBD late night shopping or social functions (or work late), but it's impossible with this 309 timetable. Consider adding a 'loop service' for connecting to 905&908 which run later/more frequently. CC@JacintaAllanMP pic.twitter.com/081fwGo6ww";;Melbourne, Australia;@Transdev @ptv_official @JacintaAllanMP;;"940331791235215361";Transdev;https://twitter.com/AussieGrobie/status/940331791235215361
tampopo2236;2017-12-11 23:22;0;3;"@JoannaDonnellyL said last week her commute is 16km";;;@JoannaDonnellyL;;"940331007202463744";Transdev;https://twitter.com/tampopo2236/status/940331007202463744
AussieGrobie;2017-12-11 23:14;0;1;"JA turned up at Park n Ride in Doncaster a few Saturdays ago, all smiles (can't recall what the story was about). But it wasn't about the poor performance of Transdev !";;Melbourne, Australia;;;"940328998390734848";Transdev;https://twitter.com/AussieGrobie/status/940328998390734848
sarahcareyIRL;2017-12-11 22:57;0;1;"Tho I worry about tight dresses..";;Meath, Ireland;;;"940324622423199744";Transdev;https://twitter.com/sarahcareyIRL/status/940324622423199744
sarahcareyIRL;2017-12-11 22:56;0;3;"I'll review the Connolly situation. I had romantic notions of a liberating cycle into town. I shall revive them!";;Meath, Ireland;;;"940324527355154437";Transdev;https://twitter.com/sarahcareyIRL/status/940324527355154437
paulhayesman;2017-12-11 22:48;0;0;"Bit of a one way demand in morning and evening. Also anxiety around free slots with a train to make perhaps";;dublin;;;"940322541289328640";Transdev;https://twitter.com/paulhayesman/status/940322541289328640
TransdevWatch;2017-12-11 22:48;0;2;"Red line is transdev";;Melbourne, Victoria;;;"940322512554008577";Transdev;https://twitter.com/TransdevWatch/status/940322512554008577
TransdevWatch;2017-12-11 22:48;0;4;"Bus passengers treated with contempt as always, pollies don't care. Not a word from @JacintaAllanMP on the disasters of @Transdev _Melb";;Melbourne, Victoria;@JacintaAllanMP @Transdev;;"940322324632309760";Transdev;https://twitter.com/TransdevWatch/status/940322324632309760
TransdevWatch;2017-12-11 22:47;3;2;"No compensation for suffering passengers of @Transdev _Melb is an absolute joke. How about some new contracts @JacintaAllanMP @DanielAndrewsMP ? https:// twitter.com/reisisg/status /940134078828785665 …";;Melbourne, Victoria;@Transdev @JacintaAllanMP @DanielAndrewsMP;;"940322121842008064";Transdev;https://twitter.com/TransdevWatch/status/940322121842008064
FrankmcnallyIT;2017-12-11 22:46;0;1;"5 bike stations with total 183 bikes in and around Heuston actually. Still a problem with supply & demand.";;Dublin;;;"940321941583552513";Transdev;https://twitter.com/FrankmcnallyIT/status/940321941583552513
OnlyOneMUFC;2017-12-11 22:35;0;1;"Ditto North Quays";;;;;"940319232130256897";Transdev;https://twitter.com/OnlyOneMUFC/status/940319232130256897
ccferrie;2017-12-11 22:33;0;5;"Which is why I try to use the term "people who cycle" rather than cyclists - we're not a homogenous group, any more than people who drive or people who walk. On any given day I often do all three.";;Rathmines, Dublin;;;"940318527159971841";Transdev;https://twitter.com/ccferrie/status/940318527159971841
CafeRothar;2017-12-11 22:31;0;2;"I don't agree but again that's another debate. Inclusion and diversity are always positive regardless of their shape and form. Safe home to you too.";;Dublin, Ireland;;;"940318127124074496";Transdev;https://twitter.com/CafeRothar/status/940318127124074496
sarahcareyIRL;2017-12-11 22:29;0;0;"I dunno - identity politics polarising as it is! A cyclism approach already unhelpful - subdividing identity further would lead to more tension between male & female cyclists! We are ALL travellers - each trying to find their way home. I send to all";;Meath, Ireland;;;"940317584188215296";Transdev;https://twitter.com/sarahcareyIRL/status/940317584188215296
BillyM_92;2017-12-11 22:26;0;0;"What's wrong with doubling width of current cycle lanes, segregating them and narrowing the lanes for motorised traffic?";;The greatest village on Earth;;;"940316862247731200";Transdev;https://twitter.com/BillyM_92/status/940316862247731200
BillyM_92;2017-12-11 22:25;0;2;"Fairview is somewhere we have plenty of space for cycle lanes. There's 2/3 lanes in each direction atm for motorised traffic.";;The greatest village on Earth;;;"940316560014618624";Transdev;https://twitter.com/BillyM_92/status/940316560014618624
TrendsDublin;2017-12-11 22:18;0;0;"Transdev , @transdev is now trending in #Dublin https://www. trendsmap.com/r/IE_DUB_uozgku pic.twitter.com/3Ahbh9RI3q";;Dublin, Ireland;@transdev;#Dublin;"940314903818186752";Transdev;https://twitter.com/TrendsDublin/status/940314903818186752
CafeRothar;2017-12-11 22:15;0;2;"True dat";;Dublin, Ireland;;;"940314220180144136";Transdev;https://twitter.com/CafeRothar/status/940314220180144136
ccferrie;2017-12-11 22:15;0;9;"I think @IBIKEDublin is pretty evenly split - certainly seems that way at the bike lane protections";;Rathmines, Dublin;@IBIKEDublin;;"940314134498959361";Transdev;https://twitter.com/ccferrie/status/940314134498959361
CafeRothar;2017-12-11 22:12;0;5;"That is the case in any militant group. Structures do repeat themselves socially and at a micro level. Maybe time for a Women On Wheels IBIKE ?";;Dublin, Ireland;;;"940313471186538496";Transdev;https://twitter.com/CafeRothar/status/940313471186538496
mushypea007;2017-12-11 22:11;0;3;"Dismount and walk where exactly";;Cork/Dublin;;;"940313113940910082";Transdev;https://twitter.com/mushypea007/status/940313113940910082
ccferrie;2017-12-11 22:06;1;8;"That's something I'm very conscious of tbh but I really don't feel very privileged when I'm on a bike trying to get home to my family in one piece. And that's what this is about - the right to move around the city without getting killed or maimed.";;Rathmines, Dublin;;;"940311786817024001";Transdev;https://twitter.com/ccferrie/status/940311786817024001
sarahcareyIRL;2017-12-11 22:00;0;1;"Aha! That's my other grievance/suspicion. That's what this is really all about. Sublimation.";;Meath, Ireland;;;"940310251747926017";Transdev;https://twitter.com/sarahcareyIRL/status/940310251747926017
Luke_Champeny;2017-12-11 21:52;0;0;"I liked a @YouTube video http:// youtu.be/UCul95DgTI4?a Transdev Optare Versa 275 (YJ67 FZB) Route 60";;Norwich;@YouTube;;"940308436037795841";Transdev;https://twitter.com/Luke_Champeny/status/940308436037795841
paulhayesman;2017-12-11 21:44;0;1;"Jaysus no. Cycling cures you of all the baser desires.";;dublin;;;"940306422193164288";Transdev;https://twitter.com/paulhayesman/status/940306422193164288
Gavoconnor;2017-12-11 21:37;0;2;"Just evaporate into thin air! Bloody cyclists";;Dublin;;;"940304669955579906";Transdev;https://twitter.com/Gavoconnor/status/940304669955579906
autofac;2017-12-11 21:36;0;8;"Think you're meant to huddle around the sign until evacuated (presumably by helicopter) to @TIINews emergency cyclist re-education centre?";;Ireland;@TIINews;;"940304302471512064";Transdev;https://twitter.com/autofac/status/940304302471512064
sarahcareyIRL;2017-12-11 21:35;0;0;"So it took me a while to realise I was resenting their privilege (and hey - how do they get permission to go on those cycling holidays??) & fact they've environment on their side & there's me belting home late for kids w/ pile of shopping AND I'm supppsed to feel bad!";;Meath, Ireland;;;"940304170350981121";Transdev;https://twitter.com/sarahcareyIRL/status/940304170350981121
sarahcareyIRL;2017-12-11 21:34;0;0;"Well now I know I've got my little chips on the shoulder but It had started to grate I was being lectured by well off successful men who've won everything else & now we're making me feel bad because I just do not have the liberty to cycle in and out to town.";;Meath, Ireland;;;"940303681320341504";Transdev;https://twitter.com/sarahcareyIRL/status/940303681320341504
sarahcareyIRL;2017-12-11 21:32;0;0;"There's better be sex tho. I'm not doing it unless there's a promise of sex.";;Meath, Ireland;;;"940303203241005057";Transdev;https://twitter.com/sarahcareyIRL/status/940303203241005057
linef4ult;2017-12-11 21:28;0;1;"Broke ass student, aint no affluency here.";;Dublin, Éire;;;"940302170167144449";Transdev;https://twitter.com/linef4ult/status/940302170167144449
IrishCycle;2017-12-11 21:26;0;1;"The thing about Dawson St is providing space for cycling can include making alternative routes possible two-ways (ie South William St) or safer for cycling (ie around St Stephen’s Green and around Trinity etc). Some of these routes were planned separately from Luas but postponed.";;Ireland;;;"940301781678075904";Transdev;https://twitter.com/IrishCycle/status/940301781678075904
CafeRothar;2017-12-11 21:19;0;1;"Ahah. I don't :)";;Dublin, Ireland;;;"940300093684699136";Transdev;https://twitter.com/CafeRothar/status/940300093684699136
paulhayesman;2017-12-11 21:17;0;1;"The only solace is you tend to get up the hills easier.";;dublin;;;"940299597464981504";Transdev;https://twitter.com/paulhayesman/status/940299597464981504
CafeRothar;2017-12-11 21:16;1;6;"I didn't take it as an anti cycling rant (I know how to recognize those now). When it comes to the gender thing, it is like everything else, men get to be louder and heard and more legitimate than when we do it (that's another debate)";;Dublin, Ireland;;;"940299174624612352";Transdev;https://twitter.com/CafeRothar/status/940299174624612352
Familycyclists1;2017-12-11 21:15;1;0;"Yep. Two victims died cos they obeyed the red. HGV driver behind was drunk/playing w phone. Catriona Patel, Mary Bowers.";;;;;"940299040599805957";Transdev;https://twitter.com/Familycyclists1/status/940299040599805957
paulhayesman;2017-12-11 21:15;0;0;"Start with @Paris2Nice the best run training and trip to get started. Then it becomes a drunken wheeled Camino of self discovery and craic with smaller groups";;dublin;@Paris2Nice;;"940298993128607744";Transdev;https://twitter.com/paulhayesman/status/940298993128607744
sarahcareyIRL;2017-12-11 21:14;0;2;"I'm still hoping to get in on that";;Meath, Ireland;;;"940298655436824577";Transdev;https://twitter.com/sarahcareyIRL/status/940298655436824577
paulhayesman;2017-12-11 21:13;0;2;"Yes aggression or assertiveness on the road can be safer on a saddle ironically.";;dublin;;;"940298477841547264";Transdev;https://twitter.com/paulhayesman/status/940298477841547264
Dumb_Watts;2017-12-11 21:13;0;0;"Take the affluent men out of Dublin and you take out much of the economy.";;Dublin City, Ireland;;;"940298460707938305";Transdev;https://twitter.com/Dumb_Watts/status/940298460707938305
CafeRothar;2017-12-11 21:12;3;5;"I did know that. I also know that women are disproportionally killed on the roads and one theory is that because we are law abiding. No running red lights can be dangerous and that is a sad, sad thing when you think about it.";;Dublin, Ireland;;;"940298200795242498";Transdev;https://twitter.com/CafeRothar/status/940298200795242498
paulhayesman;2017-12-11 21:10;0;1;"I’ve always known that in my gut. It’s why I only cycle with women. Also the men are all too competitive. No craic or chats to be had. pic.twitter.com/jaiFbLqXpY";;dublin;;;"940297834401812481";Transdev;https://twitter.com/paulhayesman/status/940297834401812481
sarahcareyIRL;2017-12-11 21:09;0;2;"I do want to stress - I know cycling is good & should be protected. I just think that complaints re Dawson Street don't accept there is a genuine space issue. (And I do feel judged by all these guys. It actually is very difficult if you live outside the Pale to cycle to work)";;Meath, Ireland;;;"940297600233811970";Transdev;https://twitter.com/sarahcareyIRL/status/940297600233811970
sarahcareyIRL;2017-12-11 21:07;0;1;"Did you know drivers maintain a greater distance from women cyclists (especially with long hair) then Mamils. Statistically much safer for women";;Meath, Ireland;;;"940297060846317568";Transdev;https://twitter.com/sarahcareyIRL/status/940297060846317568
sarahcareyIRL;2017-12-11 21:06;0;1;"I'll have another look. When I looked (albeit a year or more ago) you had to go up to Talbot st. It felt easier just to keep waking..";;Meath, Ireland;;;"940296663750660097";Transdev;https://twitter.com/sarahcareyIRL/status/940296663750660097
CafeRothar;2017-12-11 21:03;3;12;"Hey Sarah! Not affluent, not a man. I encourage women to cycle cause its safer than public transport & walking. I want protected cycle lanes because it moves A LOT of people & makes the city more gender equal. & everyone understands the complexity of what you describe, even men.";;Dublin, Ireland;;;"940296038941954048";Transdev;https://twitter.com/CafeRothar/status/940296038941954048
Economicopoly;2017-12-11 21:03;0;0;"I know but it could happen, it is manifestly possible and could bring enormous improvements to millions of lives but it is not possible in contemporary Irish political parameters. It’s pie in the Sky, notional stuff!!";;New York, USA;;;"940295886562844672";Transdev;https://twitter.com/Economicopoly/status/940295886562844672
IrishCycle;2017-12-11 21:02;1;2;"Also when cycling conditions are improved there’s a better balance. In the Netherlands the split is slight towards more women than men.";;Ireland;;;"940295860059099138";Transdev;https://twitter.com/IrishCycle/status/940295860059099138
paulhayesman;2017-12-11 20:58;0;2;"Mamils is a whole other issue to commuting cycling. I don’t even like those bastards and I’m one of them.";;dublin;;;"940294790440243200";Transdev;https://twitter.com/paulhayesman/status/940294790440243200
paulhayesman;2017-12-11 20:57;0;0;"Point well taken. By the way there are three bike stations within 3 mins walk of Connolly. Just sayin";;dublin;;;"940294528006803456";Transdev;https://twitter.com/paulhayesman/status/940294528006803456
IrishCycle;2017-12-11 20:56;0;5;"Err... I’m afraid to change your image of cycling groups but @dublincycling @IBIKEDublin @CafeRothar etc are not just men.";;Ireland;@dublincycling @IBIKEDublin @CafeRothar;;"940294233533173760";Transdev;https://twitter.com/IrishCycle/status/940294233533173760
sarahcareyIRL;2017-12-11 20:56;0;1;"Huge numbers need to move through city to get to work etc & they're not all coming from nearby villages. Lots of reasons why it just doesn't suit so cyclists cannot be priority in every situation. As for Wicklow at weekends - I preferred it when you played golf.";;Meath, Ireland;;;"940294220329488384";Transdev;https://twitter.com/sarahcareyIRL/status/940294220329488384
sarahcareyIRL;2017-12-11 20:53;0;1;"Well - I know that technically it's way better to have safe cycling environment in urban areas. But you guys (and it is you guys - this is about affluent men) aren't acknowledging that moving large numbers of ppl around via bus & tram means Dawson st is a genuine problem.";;Meath, Ireland;;;"940293462997585921";Transdev;https://twitter.com/sarahcareyIRL/status/940293462997585921
